name,recipie,category,image_name,image_ext,image_url
Springtime Lemonade,"1 1/2 oz. vodka
1/2 oz. Monin Desert Pear® Syrup
3 mL Monin Ginger Concentrated Flavor
1 oz. pineapple juice
3 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",lemonade,1725658268_152653.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/0/00c2829b-5a10-470a-9892-d526766457ef-2.png
Stars And Stripes Lemonade,"1/2 oz. Monin Coconut Syrup
1 oz. fresh lemon juice
1/2 oz. Monin Strawberry Purée
2 oz. lemonade
1/2 oz. Monin Blue Curacao Syrup
3 oz. club soda

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658273_3708937.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/4/a4c15c16-e4ae-4b33-b357-1ded1127a033-2_1.png
Stars And Stripes Lemonade,"1/2 oz. Monin Coconut Syrup
1 oz. fresh lemon juice
1/2 oz. Monin Strawberry Purée
2 oz. lemonade
1/2 oz. Monin Blue Curacao Syrup
3 oz. club soda

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658278_1480792.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/4/a4c15c16-e4ae-4b33-b357-1ded1127a033-2_1.png
Stone Fruit Chia Kombucha Lemonade,"ice
4 oz. raspberry flavored chia seed kombucha
4 oz. lemonade
1/4 oz. Monin Stone Fruit Syrup

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",lemonade,1725658283_08912.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/s/t/stone_fruit_chia_kombucha_lemonade.png
Stone Fruit Lemonade,"ice
3/4 oz. Monin Stone Fruit Syrup
7 oz. lemonade

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",lemonade,1725658288_1839442.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/5/f/5f06e763-0283-44d2-a8ba-bffcd902aadd-1.png
Strawberry Ginger Lemonade,"ice
3/4 oz. Monin Strawberry Syrup
1/4 oz. Monin Ginger Beer Syrup
6 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",lemonade,1725658293_2324498.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/c/3c0e72fe-901a-4391-8049-2418d52d994a-1_1.png
Strawberry Ginger Sparkler,"1 pump(s) Monin Ginger Concentrated Flavor
1/2 oz. Monin Strawberry Purée
5 oz. lemonade
top club soda

Combine ingredients in shaker in the order listed, except sparkling beverage.
Cap and shake vigorously.
Strain into chilled serving glass.
Top with sparkling beverage.
Garnish.",lemonade,1725658298_0218842.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/6/86fd5922-da64-4391-a93c-1588571da76c-2.png
Strawberry Habanero Lemonade,"10 oz. lemonade
6 mL Monin Strawberry Concentrated Flavor
3 mL Monin Habanero Concentrated Flavor
ice

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",lemonade,1725658304_416947.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/6/e60e3b59-5627-40e0-a5fe-c3d90da0a1c4-2.png
Strawberry Jalapeño Lemonade,"1/2 oz. Monin Strawberry Purée
3 mL Monin Jalapeño Concentrated Flavor
6 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658309_5458477.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/c/1c25d88e-5dd5-48fc-bf8c-2051db8bced5-2.png
Strawberry Lemonade Ice Pop,"4 oz. Monin Strawberry Purée
16 oz. lemonade
6 Zipzicle® pouches

1. Combine ingredients in a tall container or pitcher and mix well.
2. Fill Zipzicle® ice pop pouches to fill line and zip closed.
3. Stand the filled, closed bags upright in a tall container and place in freezer.
4. Allow to freeze until solid and enjoy!",lemonade,1725658314_4409175.jpeg,jpeg,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/d/adobestock_107120334.jpeg
Strawberry Lime Palmer,"1/2 oz. Monin Strawberry Syrup
2 pump(s) Monin Lime Concentrated Flavor
2 oz. lemonade
4 oz. fresh brewed black tea

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658319_376228.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/5/2515f2cc-a8a7-44d7-9c92-1c54705d1172-2.png
Sugar Free Lavender Lemonade,"1 oz. Monin Sugar Free Lavender Syrup
1 oz. fresh lemon juice
Fill with water

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658324_2277389.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/s/u/sugar_free_lavender_lemonade.png
Summer Coffee Lemonade,"1/2 oz. Monin Honey Syrup
1 pump(s) Monin Passion Fruit Concentrated Flavor
3 oz. lemonade
Top with:
2 oz. cold brewed coffee

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658328_951971.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/f/afad7a91-632f-4338-b3bf-1eb420c6cb55-2_1.png
Summer Grilled Lemonade,"2 pump(s) Monin Oak Barrel Concentrated Flavor
1/2 oz. Monin Honey Syrup
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658333_7562857.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/s/u/summer_grilled_lemonade.png
Summer Vacation Palmer,"1/4 oz. Monin Desert Pear® Syrup
ice
3/4 oz. Monin Hawaiian Island Syrup
3 oz. lemonade
3 oz. fresh brewed tea

Combine ingredients, except liquor, in serving glass.
Stir or shake to mix.
Float liquor on top.
Garnish.",lemonade,1725658338_6233277.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/b/1b97d879-6524-4be2-af20-07fc34b4b89a-3.png
Sunset Lemonade,"3/4 oz. Monin Peach Syrup
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658343_409021.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/4/1462e4c9-305d-472d-aedc-48fa3f114e8c-1.png
Tart Cherry Apple Lemonade,"1/2 oz. Monin Apple Syrup
1/4 oz. Monin Tart Cherry Syrup
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658348_2907617.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/4/b44f7053-ec70-4529-8cc5-f43f6a34f783-2.png
Tart Cherry Blossom Sour,"1/2 oz. Monin Elderflower Syrup
1/2 oz. Monin Tart Cherry Syrup
2 oz. fresh lemon sour mix
1 1/2 oz. vodka
splash club soda

Combine ingredients in shaker in the order listed, except sparkling beverage.
Cap and shake vigorously.
Pour into serving glass and add any needed ice.
Top with sparkling beverage and garnish.",lemonade,1725658353_4090798.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/c/cc0cb7b0-e55d-46c9-be68-b625578e48bf-2_1.png
Tart Cherry Coconut Limeade,"1/2 oz. Monin Tart Cherry Syrup
1/2 oz. Monin Coconut Purée
1/2 oz. fresh lime juice
Fill with lemon-lime soda

Combine ingredients in shaker in the order listed, except sparkling beverage.
Cap and shake vigorously.
Pour into serving glass and add any needed ice.
Top with sparkling beverage and garnish.",lemonade,1725658358_31416.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/1/e11f710b-a306-4e0e-b9a6-efb9cf6233c9-2.png
Tart Cherry Ginger Palmer,"3 mL Monin Ginger Concentrated Flavor
4 oz. lemonade
ice
1/2 oz. Monin Tart Cherry Syrup
3 oz. fresh brewed tea

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658363_180095.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/b/1b73ba20-3aab-4101-b8b5-37694098871d-2.png
Tart Cherry Ginger Sour,"ice
3/4 oz. Monin Tart Cherry Syrup
3 mL Monin Ginger Concentrated Flavor
3 oz. sweet & sour mix
1 1/2 oz. gin
splash club soda

Combine ingredients in shaker in the order listed, except sparkling beverage.
Cap and shake vigorously.
Pour into serving glass and add any needed ice.
Top with sparkling beverage and garnish.",lemonade,1725658368_111812.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/4/3/43cadcf4-9c91-46e7-adaa-cb62dd148cd7-2.png
Tart Cherry Sparkling Limeade,"ice
3 lime wedge; squeeze and discard
3/4 oz. Monin Tart Cherry Syrup
7 oz. lemon-lime soda
3 sour cherries

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",lemonade,1725658373_009152.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/d/2dc1dc18-6225-437b-a5f4-0c2815ea078b-2.png
Tart Cherry Tea Ade,"4 oz. lemonade
1/2 oz. Monin Tart Cherry Syrup
3 oz. fresh brewed tea

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658378_267925.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/a/ba2d7d42-5d27-4afd-be73-74b6573a31b8-2.png
Teacher's Apple Lemonade Batch,"8 oz. Monin Granny Smith Apple Syrup
4 oz. Monin Raspberry Syrup
92 oz. lemonade
16 oz. water

Pour ingredients into suitable mixing container in order listed.
Whisk well to mix.
Portion into appropriate storage container(s).
Cover, label, day dot, and store refrigerated.",lemonade,1725658383_3673687.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/t/e/teacher_s_apple_lemonade.png
Thai Coconut Sparkling Limeade,"ice
1 oz. Monin Coconut Syrup
3 mL Monin Basil Concentrated Flavor
1 oz. fresh lime juice
6 oz. sparkling water

Combine ingredients, except sparkling beverage  in serving glass.
Stir well to combine.
Top with sparkling beverage.
Garnish.",lemonade,1725658388_189478.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/0/0023d9c4-be7c-4490-a887-b32d0ba4ece0-1.png
Tipsy Lo Cal Raspberry Palmer,"1 1/4 oz. vodka
1/2 oz. Monin Zero Calorie Natural Raspberry
2 oz. iced tea
3 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658392_9674027.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/7/e/7e226253-91cb-4045-a272-79d1fe3e3ced-2_1.png
Trade Winds Tea,"ice
3/4 oz. Monin South Seas Blend
4 oz. lemonade
3 oz. fresh brewed tea

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658397_9144433.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/1/91de9e6a-1a9a-48fd-b4f1-c8503ca7aca6-1.png
Trick Or Treat Tea,"1/2 oz. Monin Candy Corn Syrup
3 oz. lemonade
3 oz. fresh brewed tea
1/2 oz. Monin Blood Orange Syrup

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658402_8308172.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/3/034e1347-0f6a-4340-85f8-a8de71837e1f-2.png
Tropical Lemonade,"ice
3/4 oz. Monin South Seas Blend
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",lemonade,1725658407_6345084.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/a/ca12ad70-0343-4b6e-8b14-d4642051a29f-1_1.png
True Blue Lemonade,"4 oz. lemonade
ice
lemon-lime soda
1/4 oz. Monin Blue Curacao Syrup
1 1/4 oz. blueberry vodka

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",lemonade,1725658412_365643.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/6/3/6378928f-3a66-440a-9af8-3da6b5fd6110-1.png
Ube Lemonade,"3/4 oz. Monin Ube Syrup
6 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",lemonade,1725658417_2025473.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/u/b/ube_lemonade.png
Ube Tea Ade,"1 oz. Monin Ube Syrup
3 oz. lemonade
3 oz. iced tea

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Add garnish and serve.",lemonade,1725658422_0499363.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/u/b/ube_tea-ade.png
Vanilla Basil Lemonade,"1 pump(s) Monin Basil Concentrated Flavor
1 oz. Monin French Vanilla Syrup
1 1/2 oz. fresh lemon juice
5 oz. club soda

Fill serving glass full of ice.
Pour ingredients into mixing glass with 2/3 ice in order listed.
Cap, shake and strain into serving glass with ice.
Add garnish and serve.",lemonade,1725658426_8302948.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/4/f/4f372c38-f4f4-447a-be40-bc2c4e91ba81-2_1.png
Watermelon Lemonade,"ice
1 oz. Monin Watermelon Purée
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",lemonade,1725658431_7591972.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/0/104cdd2a-9439-4483-b73d-35c1c56581b2-2.png
Wild About Berry Lemonade,"ice
1 oz. Monin Wildberry Fruit Purée
7 oz. lemonade

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",lemonade,1725658436_7467527.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/5/050cd0c8-9181-4ff2-b536-b67426168f97-1.png
Wild Blackberry Ginger Lemonade,"3/4 oz. Monin Wild Blackberry Syrup
3 mL Monin Ginger Concentrated Flavor
5 oz. lemonade
top club soda

Combine ingredients in shaker in the order listed, except sparkling beverage.
Cap and shake vigorously.
Pour into serving glass and add any needed ice.
Top with sparkling beverage and garnish.",lemonade,1725658441_7028785.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/1/2165093e-2493-411d-ab66-073950829312-2.png
Wild Blackberry Lavender Lemonade,"ice
1/4 oz. Monin Lavender Syrup
1/2 oz. Monin Wild Blackberry Syrup
7 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658446_6940346.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/6/964e10ac-86cf-4adf-8026-b57d2b0bb645-2.png
Wild Blackberry Palmer,"3/4 oz. Monin Wild Blackberry Syrup
3 oz. lemonade
4 oz. fresh brewed tea

Pour ingredients into serving glass in order listed and stir.
Add ice and remaining ingredients in order listed.
Add garnish and serve.",lemonade,1725658451_5573807.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/1/a10f6b79-596e-43c0-80d8-8407c48960e5-2.png
Xoxo Lemonade,"3/4 oz. Monin Strawberry Rose Syrup
2 pump(s) Monin Coconut Concentrated Flavor
6 oz. lemonade

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",lemonade,1725658456_4955704.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/x/o/xoxo_lemonade.png
Yuzu Lemonade,"ice
1 oz. Monin Yuzu Purée
7 oz. lemonade

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",lemonade,1725658461_3963609.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/4/94631437-7e3a-4c0e-99de-2e8e488d668a-2.png
6 Feet Under Mocha Shake,"1 oz. Monin Dark Chocolate Sauce
1 oz. Monin Candy Corn Syrup
2 ea. oreo cookies
3 scoop(s) vanilla ice cream
1 oz. milk
2 shot(s) espresso

Fill serving glass ½ full of ice.
Pour ingredients into blender cup in order listed.
Add ice from serving glass, cap, and blend until smooth.
Pour back into serving glass, add garnish and serve.",coffee,1725658466_4681957.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/5/e53bb6dc-f7db-4984-bd03-79fcb4e74d26-2_1.png
Abominable Snowman Mocha,"2 shot(s) espresso
1/2 oz. Monin White Chocolate Sauce
1/2 oz. Monin Peppermint Syrup
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658471_4026542.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/5/8/58c88fb4-58f1-4a99-ac60-dff2490abcb5-2.png
Adult Pumpkin Chai Iced Latte,"3/4 oz. Monin Pumpkin Spice Syrup
1/4 oz. Monin Chai Tea Concentrate
1/2 oz. Monin Iced Coffee Concentrate
1 1/4 oz. whiskey
4 oz. milk
ice

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725658476_251194.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/1/01570da7-965b-4343-b60e-03e317217523-2.png
Agave Roaster Cocktail,"1 1/2 oz. silver tequila
3/4 oz. Monin Toasted Marshmallow Syrup
1 oz. half & half
Fill with fresh brewed coffee

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725658481_128788.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/b/8baf45d6-a1f2-4e66-9aeb-9cb31a5c02b6-1_1.png
Almond Cappuccino,"1/2 oz. Monin Almond (Orgeat) Syrup
2 1/8 shot(s) espresso
2 1/8 oz. steamed milk

Pour ingredients into serving glass in order listed.
Use spoon to top beverage with milk foam.
Add garnish and serve.",coffee,1725658485_9868023.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/9/09a64364-756e-496e-95d4-ddeebd552dca-2.png
Almond Toffee Latte,"1/2 oz. Monin Toffee Nut Syrup
1/2 oz. Monin Almond (Orgeat) Syrup
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658490_725156.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/4/7/47509040-dfa5-41b8-9f07-423af7fb8622-2.png
Amaretto Supreme Latte,"1 oz. Monin Amaretto Syrup
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658495_6303198.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/9/b904d692-f4bf-4ab8-942f-e82d291ba6ed-1.png
Apple Blossom Pour Fection,"3/4 oz. Monin Apple Syrup
3/4 oz. Monin French Vanilla Syrup
5 oz. coffee
1 oz. milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",coffee,1725658500_4993918.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/p/apple_blossom_pour-fection.png
Apple Brown Butter Betty,"1/2 oz. Monin Caramel Apple Butter Syrup
1/2 oz. Monin Spiced Brown Sugar Syrup
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658505_3653705.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/c/9cf14d7a-0b08-483c-ba45-c087224ee5e0-2.png
Apple Butter Mocha,"1/2 oz. Monin Caramel Apple Butter Syrup
1/2 oz. Monin White Chocolate Sauce
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658510_2608507.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/b/eb51a253-b0a7-4889-b2cb-661d8967969c-2_1.png
Autumn Harvest Latte,"1/4 oz. Monin Hazelnut Syrup
1/4 oz. Monin Caramel Syrup
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658515_1348753.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/1/e182ad03-b0ca-44c4-90b0-cafdaee3ddd1-2.png
Autumn Pistachio Latte,"1/2 oz. Monin Pistachio Syrup
1/2 oz. Monin Spiced Brown Sugar Syrup
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658520_0031595.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/d/9/d9aba237-98dc-4907-96d6-47650b9de637-2.png
Banana Mocha,"1/2 oz. Monin Banana Purée
1/2 oz. Monin Dark Chocolate Sauce
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658524_8925283.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/a/banana_mocha.png
Banana Pistachio,"1/2 oz. Monin Pistachio Syrup
1/2 oz. Monin Banana Syrup
1 shot(s) espresso
9 oz. steamed 2% milk

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725658529_7731326.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/1/e1829e82-445d-41e8-be29-4289a3da851e-2.png
Banana Split Latte,"1 oz. Monin Banana Syrup
1 pump(s) Monin Pineapple Concentrated Flavor
1 pump(s) Monin Strawberry Concentrated Flavor
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658534_740166.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/2/22d862c9-825d-4111-bfe7-6606e28dd252-2.png
Banana's Foster Coffee,"3/4 oz. spiced rum
3/4 oz. banana liqueur
1/2 oz. Monin Salted Caramel Syrup
2 oz. half & half
8 fresh brewed coffee

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725658539_929257.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/4/c/4caef0d1-bd41-4070-bc11-3c8837fd95f9-2_1.png
Barnamint Irish Coffee,"1 1/2 oz. Irish whiskey
3/4 oz. Monin Black Sugar Syrup
4 oz. fresh brewed coffee
2 oz. heavy whipping cream

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725658544_7607737.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/a/barnamint_irish_coffee.png
Belgium Berry Shaker,"ice
1/2 oz. Monin Blackberry Syrup
1 oz. Monin Iced Coffee Concentrate
1 shot(s) espresso
3 oz. cold milk

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725658549_854445.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/6/7/67435b24-f14b-4ba5-be85-88f66a4e1126-1.png
Berries N’ Cream Iced Latte,"ice
1/2 oz. Monin Blueberry Syrup
1/2 oz. Monin French Vanilla Syrup
2 shot(s) espresso
5 oz. 2% milk

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",coffee,1725658554_6954777.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/6/b69e8048-a501-4369-8295-29ea024fc205-2.png
Berry Light Latte,"1/2 oz. Monin Sugar Free Dark Chocolate Sauce
1 shot(s) espresso
Fill with steamed low fat milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725658559_4767418.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/7/b/7b18a0c4-5679-4b87-8363-9b846b2e2864-1.png
Birthday Cupcake Shake,"<ul>
1 ½ oz. Monin Cupcake Syrup
2 oz. Milk
4 scoops Vanilla Ice Cream
</ul>

Combine ingredients in mixing tin.
Spindle mix until smooth.
Pour into serving glass and garnish.",coffee,1725658564_2811708.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/i/birthday_cupcake_shake_1.png
