name,recipie,category,image_name,image_ext,image_url
Honey Maple Latte,"3/4 oz. Monin Maple Spice Syrup
1/2 oz. Monin Honey Organic Sweetener
2 shot(s) espresso
6 oz. steamed 2% milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659269_346975.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/7/875a01eb-4e89-4cd6-a8af-d632ef7f4bc6-1.png
Honey Roasted Pecan Latte,"1/2 oz. Monin Praline Syrup
1/2 oz. Monin Honey Organic Sweetener
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659274_2241273.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/a/caaebed9-9c39-41ee-9e6f-2d1a368e7b7f-2.png
Honey Toasted Latte,"1/2 oz. Monin Toasted Marshmallow Syrup
1/2 oz. Monin Honey Organic Sweetener
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659279_1039383.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/5/c/5cddc071-f191-4503-8cb3-f9b4156787be-1.png
Hot Caramel Apple Pie,"1/2 oz. Monin Caramel Apple Butter Syrup
1/2 oz. Monin Cookie Butter® Syrup
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659284_0345762.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/f/cfb99b41-259c-4c35-a1e5-0bc24776cf53-2_1.png
Hot Cinnamon Roll Latte,"1/2 oz. Monin Caramel Syrup
1 oz. Monin Cinnamon Syrup
1 shot(s) espresso
Fill with steamed half & half

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659289_0328784.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/3/b306f0dd-6f92-485a-b75d-cac768be831f-2.png
Iced Blueberry Muffin,"1/2 oz. Monin Brown Butter Syrup
3/4 oz. Monin Blueberry Syrup
2 shot(s) espresso
Fill with cold milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",coffee,1725659293_9725447.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/9/c9620bcf-decc-47a5-9437-18501b17fa8c-2.png
Iced Bourbon And Coffee,"ice
1 1/4 oz. bourbon
1 oz. Monin Iced Coffee Concentrate
3 oz. half & half

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659298_856225.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/a/8aad148b-1642-427d-a0c6-e06824059dba-1.png
Iced Cafe Mocha,"1/2 oz. Monin Toasted Almond Mocha Syrup
5 oz. milk
1 shot(s) espresso
1 oz. Monin Espresso Syrup
ice

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659303_6726823.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/c/0c5ad234-c50f-4ba2-95f7-77b91d9d1dd4-1.png
Iced Caramel Breve,"1 oz. Monin Caramel Syrup
2 shot(s) espresso
2 oz. half & half
ice

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659308_4836597.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/5/6/567b949c-50b3-434b-a993-052a3044848c-1_1.png
Iced Caramel Corn Macchiato,"1/2 oz. Monin Candy Corn Syrup
1/2 oz. Monin Caramel Sauce
2 shot(s) espresso
5 oz. milk

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659313_3564084.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/6/b62886d6-f28e-4fce-81a6-ae1339d54643-2.png
Iced Cinnamon Roll Latte,"ice
5 oz. milk
1 oz. Monin Cinnamon Bun Syrup
2 shot(s) espresso

Fill serving glass with ice.
Add remaining ingredients.
Cap and shake vigorously, or transfer from serving glass to other glass and back.
Garnish.",coffee,1725659318_2352552.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/b/2b36077e-f510-4d3f-9541-e58a977086b2-1_1.png
Iced Coffee,"Fill with ice
1 oz. Monin Iced Coffee Concentrate
7 oz. cold milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659323_3234458.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/3/3373453b-90be-4964-ac1a-7ae939580f12-1.png
Iced Golden Latte,"1 oz. Monin Golden Turmeric Syrup
6 oz. unsweetened coconut milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",coffee,1725659328_1606102.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/b/3b8b10f0-620b-42dd-bc19-a3e9db4f98bd-2.png
Iced Irish Cream Cappuccino,"ice
5 oz. milk
1 oz. Monin Irish Cream Syrup
2 shot(s) espresso

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659333_0038416.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/d/edf4fcb4-680a-49e7-8e07-53a97b315ae0-1.png
Iced Lite Caramel Latte,"1 oz. Monin Zero Calorie Natural Caramel
dbl shot espresso
5 oz. 2% milk
ice

Pour ingredients into serving glass in order listed.
Add garnish and serve.",coffee,1725659337_7739997.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/6/e/6e09224e-bc90-4589-81ef-883857c4a4d5-2.png
Iced Maple Spice Shaker,"1 1/2 oz. Monin Maple Spice Syrup
2 1/2 oz. espresso
2 1/2 oz. half & half
ice

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659342_6450565.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/5/95675293-17d1-4c62-bb4a-a517c04aee09-1.png
Iced Praline Mudslide Shaker,"1 dbl shot espresso
1 oz. Monin Praline Syrup
8 oz. half & half
2 cup(s) ice
1 oz. Monin Dark Chocolate Sauce

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659347_40843.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/f/8/f8f28be7-47fc-4abc-a24f-e1e954e566fc-1.png
Iced Pumpkin Spice Latte,"1 oz. Monin Pumpkin Spice Syrup
5 oz. milk
2 shot(s) espresso

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",coffee,1725659352_2054734.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/4/84e7544f-b2c4-4a20-8cfc-c31ce4e51ab7-1_1.png
Iced Pumpkin White Mocha,"1/2 oz. Monin Pumpkin Spice Syrup
1/2 oz. Monin White Chocolate Sauce
2 shot(s) espresso
5 oz. half & half
ice

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659357_0899096.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/1/2172dc0b-8b25-4d7d-aeb1-965682a6f4df-1.png
Iced Spice Cake Latte,"1/2 oz. Monin Chai Tea Concentrate
1/4 oz. Monin Gingerbread Syrup
1 1/2 oz. espresso
ice
Fill with milk

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659361_939878.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/f/2fa1c9c9-73fc-4fe9-8a7c-155978cbfedf-1.png
Iced Strawberry Mocha,"1/2 oz. Monin Strawberry Purée
1/2 oz. Monin Dark Chocolate Sauce
5 oz. cold brewed coffee
2 oz. half & half

Combine ingredients in a shaker in the order listed, except floater.
Cap and shake vigorously.
Strain into serving glass filled with ice.
Gently pour floater on top.
Garnish.",coffee,1725659366_8414.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/a/ea077e52-c940-4f05-a85f-22a0191c3f2a-2.png
Iced Toffee Nut Latte,"ice
1 oz. Monin Toffee Nut Syrup
6 oz. cold milk
2 shot(s) espresso

Fill serving glass with ice.
Add remaining ingredients.
Cap and shake vigorously, or transfer from serving glass to other glass and back.
Garnish.",coffee,1725659371_6195953.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/0/904e1f2d-8023-47a4-9f23-91e32b17cb53-1.png
Iced Tropic Nut Macchiato,"1/2 oz. Monin Coconut Syrup
1/2 oz. Monin Macadamia Nut Syrup
2 shot(s) espresso
7 oz. cold 2% milk

Fill serving glass with ice.
Add remaining ingredients in the order listed.
Stir well or transfer from serving glass to other glass and back to mix.
Garnish.",coffee,1725659376_5111518.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/d/1dd6b7c5-48d8-4955-8bbd-5878ca4090b4-1_1.png
Iced Turtle Shaker,"ice
1/4 oz. Monin Swiss Chocolate Syrup
1/4 oz. Monin Macadamia Nut Syrup
2 oz. espresso
2 oz. half & half
1/4 oz. Monin Caramel Syrup

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659381_3495963.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/0/b0725ee4-3d35-45c9-bf7d-e9e2cf09af96-1.png
Iced Vanilla Cold Brew Coffee,"ice
3/4 oz. Monin French Vanilla Syrup
1 1/2 oz. half & half
6 oz. cold brewed coffee

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659386_306258.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/7/2/7239ddc9-840d-4078-86ca-35f451531a09-2_1.png
Iced Vanilla Latte,"ice
1 oz. Monin Vanilla Syrup
5 oz. milk
2 oz. espresso

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659391_1889868.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/4/a4f26662-796e-4a35-8963-2c7ed7a3d775-1_1.png
Icy White & Berry Red Mocha,"1 oz. Monin White Chocolate Sauce
1 oz. Monin Raspberry Syrup
3 shot(s) espresso
7 oz. milk
ice

Fill serving glass with ice.
Add remaining ingredients.
Cap and shake vigorously, or transfer from serving glass to other glass and back.
Garnish.",coffee,1725659396_0305648.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/f/a/fac176b9-cab2-49e2-9f4b-08234d981ec4-1.png
Irish Brownie Mocha,"1/2 oz. Monin Dark Chocolate Sauce
3/4 oz. Monin Irish Cream Syrup
2 shot(s) espresso
6 oz. steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659400_8615377.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/e/ae4f320b-15c8-47ae-bdb6-08d6288b81d4-1_1.png
Irish Coffee,"1/2 oz. Monin Spiced Brown Sugar Syrup
1 1/4 oz. Irish whiskey
5 oz. fresh brewed coffee
top whipped cream

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659405_870954.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/5/e539a76d-c61e-4413-86f1-a86829a29a56-2_1.png
Irish Cream Coffee,"1 oz. Monin Irish Cream Syrup
2 1/2 oz. half & half
Fill fresh brewed coffee

Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659410_7156646.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/i/r/irish_cream_coffee.png
Irish Frost,"1/2 oz. Monin Frosted Mint Syrup
1/2 oz. Monin Irish Cream Syrup
5 oz. cold brewed coffee
2 oz. half & half

Fill serving glass full of ice.
Pour ingredients into mixing tin in order listed.
Add ice from serving glass.
Cap, shake and pour back into serving glass.
Add garnish and serve.",coffee,1725659415_615944.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/5/3/53da2af1-6da1-47ff-b804-502b6b2cf9a0-2.png
Irish Spiced Coffee,"1 1/2 oz. Irish whiskey
3/4 oz. Monin Spiced Brown Sugar Syrup
6 oz. fresh brewed coffee
Top with:
3 oz. heavy whipping cream

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659420_4652517.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/4/840d2867-004c-4e9e-a497-f1223dd9f146-2.png
Italian Affogato,"1 oz. Monin Dark Chocolate Syrup
1 scoop(s) ice cream
2 shot(s) espresso

Pour ingredients into serving glass in order listed.
Add garnish and serve.",coffee,1725659425_3302648.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/i/t/italian.png
Italian Caramel Latte,"1 oz. vanilla liqueur
1 shot(s) espresso
1/2 oz. Monin Caramel Syrup
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659430_339929.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/7/a73ca83e-e558-4ec1-9c2c-0666bfecd49b-2.png
Jamaican Coffee,"6 oz. coffee
1 oz. coffee liqueur
1/2 oz. Monin Espresso Syrup

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659435_4024117.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/9/b94fdcbf-5859-488a-be13-d46b170a1c16-1.png
Jelly Doughnut Latte,"1/4 oz. Monin White Chocolate Sauce
1 shot(s) espresso
3/4 oz. Monin Blueberry Syrup
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659440_477125.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/5/05ab430d-f8cd-4518-bf5d-5b7184a322de-2.png
Joffrey's® Coffee Rub,"4 tsp. Joffrey's® Valor Blend Coffee (finely ground)
4 tsp. kosher salt
2 Tbsp. dark brown sugar
1/2 tsp. paprika
1/4 tsp. onion powder
1/4 tsp. ground cayenne pepper

Add all ingredients to a medium mixing bowl and stir to thoroughly combine.",coffee,1725659445_5930164.jpg,jpg,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/m/o/mon_2579-resized.jpg
Keoke Coffee,"1/2 oz. brandy
1/4 oz. Monin Espresso Syrup
1/4 oz. Monin Swiss Chocolate Syrup
Fill with fresh brewed coffee

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659450_702131.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/d/bd231579-58f8-46b7-9dac-6496a85f4f18-1.png
Lavender Honey Fields,"1 oz. Monin Iced Coffee Concentrate
1/4 oz. Monin Lavender Syrup
1/2 oz. Monin Honey Organic Sweetener
5 oz. milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659455_586602.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/e/8e26982e-b181-489d-b8d7-24f96a1c0840-2_1.png
Lavender Vanilla Latte,"3/4 oz. Monin Lavender Syrup
1/4 oz. Monin French Vanilla Syrup
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659460_4666736.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/6/2/62778ae7-123e-48df-8649-97cf466a9da4-2.png
Lavender White Mocha,"1/2 oz. Monin Lavender Syrup
1/2 oz. Monin White Chocolate Sauce
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659465_341523.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/8/185acf06-0660-45e9-9d23-46bdaf743e16-2.png
Layered Matcha Espresso,"1 oz. Monin Matcha Green Tea Concentrate
4 oz. milk
2 shot(s) espresso

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Add garnish and serve.",coffee,1725659470_239138.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/l/a/layered_matcha_espresso.png
Leaf Peeper Milkshake,"1 oz. Monin Maple Pumpkin Spice Cold Brew Concentrate
5 oz. milk
3 scoop(s) vanilla ice cream

Add ingredients into blender cup in order listed.
Cap and blend until smooth.
Pour into serving glass, add garnish and serve.",coffee,1725659475_061733.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/l/e/leaf_peeper_milkshake.png
Light Creamy Irish Cafe,"1 oz. Monin Sugar Free Irish Cream Syrup
2 oz. light cream
8 oz. fresh brewed coffee

Fill serving glass full of hot water to warm glass.
Discard hot water and pour ingredients into serving glass in order listed.
Stir gently to mix.
Add garnish and serve.",coffee,1725659479_7673082.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/3/338b7c72-d859-4cad-8b82-3e790702a0de-2.png
Lite Caramel Latte,"1 oz. Monin Sugar Free Caramel Syrup
2 shot(s) espresso
Fill with steamed low fat milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659484_6210983.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/c/ecbd01d1-0931-46ee-ac90-88b0632e0c70-1.png
Lite Hazelnut Soy Latte,"1 oz. Monin Zero Calorie Natural Hazelnut
dbl shot espresso
steamed soy milk

Pour coffee and Monin flavoring(s) into a glass/cup.
Steam milk until frothy.
Pour over glass/cup using the latte art technique.
Serve.",coffee,1725659489_8219244.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/9/b98579af-8587-4225-b297-3a37612b6b7e-2.png
Lite Iced Caramel Macchiato,"1 oz. Monin Sugar Free Caramel Syrup
ice
2 shot(s) espresso
4 oz. low fat milk

Fill serving glass full of ice.
Pour ingredients into serving glass in order listed.
Pour mixture into mixing tin and back into serving glass to mix.
Add garnish and serve.",coffee,1725659494_6787932.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/3/b34aed9a-c164-4f26-ae6b-9cb8149ff37c-2.png
Lite Vanilla Cappuccino,"1 1/2 oz. Monin Sugar Free Vanilla Syrup
2 oz. espresso
Fill with steamed half & half

Pour ingredients into serving glass in order listed.
Use spoon to top beverage with milk foam.
Add garnish and serve.",coffee,1725659499_576853.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/d/4/d4aa3f53-ea31-4b12-8bf0-ab8a3943a742-1.png
Lite Vanilla Latte,"1 oz. Monin Sugar Free Vanilla Syrup
1 shot(s) espresso
Fill with steamed 2% milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659504_4372563.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/2/b2a1a7c9-677c-4eec-951b-1849a6312fe5-2.png
Low Abv Coffee Cocktail,"1 1/2 oz. sweet vermouth
3/4 oz. sherry
3/4 oz. Monin Cold Brew Coffee Concentrate
2 dash(es) orange bitters
1 tsp. orange marmalade

Fill serving glass full of ice.
Pour ingredients into mixing glass with 2/3 ice in order listed.
Cap, shake and strain into serving glass with ice.
Add garnish and serve.",coffee,1725659509_2957683.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/b/3/b36ee463-548b-44a9-bfab-dedb38c78d22-2.png
Low Cal Double Nut Latte,"1 oz. Monin Zero Calorie Natural Hazelnut
dbl shot espresso
steamed almond milk

Pour coffee and Monin flavoring(s) into a glass/cup.
Steam milk until frothy.
Pour over glass/cup using the latte art technique.
Serve.",coffee,1725659515_9505858.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/4/0/40df4e73-2014-48cc-b97f-044f02a27ce6-2.png
Low Sugar Hazelnut Latte,"2 oz. espresso
1 oz. Monin Sugar Free Hazelnut Syrup
Fill with steamed 2% milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659521_1805124.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/f/3f403a39-6b79-4e09-b5dc-000fa2545700-1.png
Low Sugar Hazelnut Mocha,"1/2 oz. Monin Sugar Free Dark Chocolate Sauce
1 oz. Monin Sugar Free Hazelnut Syrup
2 shot(s) espresso
Fill with steamed 2% milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659525_983323.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/6/7/67501cfd-9227-428b-aeae-a79e9bd4930d-1.png
Low Sugar Italian Latte,"1/4 oz. Monin Amaretto Syrup
1/2 oz. Monin Sugar Free Vanilla Syrup
1 shot(s) espresso
1/4 oz. Monin Sugar Free Raspberry Syrup
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659530_6911108.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/1/9/19efb9b7-e80d-4906-ad6c-64be8c985e84-1_1.png
Low Sugar Nutty White Chocolate Latte,"1/4 oz. Monin Sugar Free White Chocolate Syrup
1 shot(s) espresso
steamed 2% milk
1/2 oz. Monin Sugar Free Vanilla Syrup
1/4 oz. Monin Hazelnut Syrup

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659535_5755763.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/0/9/09c95021-4f45-4b44-8d9d-bf76bb941a52-1_1.png
Low Sugar Raspberry Cheesecake Latte,"1/4 oz. Monin Sugar Free Vanilla Syrup
2 shot(s) espresso
1/4 oz. Monin Sugar Free Almond (Orgeat) Syrup
1/2 oz. Monin Sugar Free Irish Cream Syrup
1/2 oz. Monin Sugar Free Raspberry Syrup
Fill with steamed half & half

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659540_4679163.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/2/d/2d617a36-3fa7-4ec4-8e04-72b333304214-1_1.png
Lychee Nut Latte,"1 oz. Monin Lychee Syrup
Fill with steamed milk
1 shot(s) espresso

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659545_2783537.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/c/9/c9cad235-7bc0-4c3e-b4de-f5ef764e2b91-2.png
Macadamia Nut & Pumpkin Latte,"1/4 oz. Monin Macadamia Nut Syrup
3/4 oz. Monin Pumpkin Spice Syrup
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659550_7457938.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/e/b/eb4cde19-6821-4b28-b8a3-231a8079140e-1.png
Macadamia Nut Cappuccino,"2 shot(s) espresso
1/2 oz. Monin Macadamia Nut Syrup
Fill with steamed milk

Pour ingredients into serving glass in order listed.
Use spoon to top beverage with milk foam.
Add garnish and serve.",coffee,1725659555_93814.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/8/1/81839eaf-0028-4256-bc5a-fec917a745d3-1.png
Macadamia Nut White Mocha,"3/4 oz. Monin Macadamia Nut Syrup
1/2 oz. Monin White Chocolate Sauce
2 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659560_856858.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/a/4/a4a60298-776c-45cc-987a-123a79f9d9a1-1.png
Macaroon Mocha,"1/2 oz. Monin Coconut Syrup
1/2 oz. Monin Dark Chocolate Sauce
1 shot(s) espresso
Fill with steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659565_8072593.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/3/0/305d11e3-1b68-4600-be48-36f4be2708fd-1.png
Macaroon White Mocha,"1 oz. Monin White Chocolate Sauce
1/2 oz. Monin Coconut Syrup
2 shot(s) espresso
12 oz. steamed milk

Combine ingredients, except milk, in serving cup.
Stir and set aside.
Steam milk in pitcher.
Pour steamed milk into serving cup, stirring gently.
Garnish.",coffee,1725659570_6527736.png,png,https://www.monin.com/media/catalog/product/cache/6460723196c4af1430f8565a2704856d/9/b/9bf0ca21-641e-4409-ac65-04d9dedfe998-2.png
